title,author,description,cover_url,goodreads_id,average_rating,ratings_count,review_count,external_url,genres,language,page_count
Poética,,"Ana Cristina Cesar deixou em sua breve passagem pela literatura brasileira do seculo XX uma marca indelevel. Tornou-se uma das mais importantes representantes da poesia marginal que florescia na decada de 1970, justamente pela singularidade que a distanciava das 'leis do grupo'. Criou uma diccao muito propria, que conjugava a prosa e a poesia, o pop e a alta literatura, o intimo e o universal, o masculino e o feminino - pois a mulher moderna e liberta, capaz de falar abertamente de seu corpo e de sua sexualidade, derramava-se numa delicadeza que podia conflitar, na visao dos desavisados, com o feminismo energico, caracteristico da epoca. Entre fragmentos de diario, cartas ficticias, cadernos de viagem, sumarios arrojados, textos em prosa e poemas liricos, Ana Cristina fascinava e seduzia seus interlocutores, num permanente jogo de velar e desvelar. 'Cenas de abril', 'Correspondencia completa', 'Luvas de pelica', 'A teus pes', 'Ineditos e dispersos', 'Antigos e soltos' - livros fora de catalogo ha decadas estao agora novamente disponiveis ao publico leitor, enriquecidos por uma secao de poemas ineditos, um posfacio de Viviana Bosi e um farto apendice. A curadoria editorial e a apresentacao couberam ao tambem poeta, grande amigo e depositario, por muitos anos, dos escritos da carioca, Armando Freitas Filho. Esta obra reune os volumes independentes do comeco da carreira aos livros postumos da autora.",https://images.gr-assets.com/books/1383407880m/18748070.jpg,18748070,4.12,166,10,https://www.goodreads.com/book/show/18748070-po-tica,Poetry,por,496
مختارات فرناندو بيسوا,,"bysw lsh`r lwq`y, wlnsn lmtshkk fy Hj@ l~ khlq sh`r fTry ky ybrr qSydth hw, km 'nh mthl ryys wkmbws ytlfZ bklmt myt@ wmw'rkh@, klmt Dy` wtshtyt, hy bmthb@ hjs 'w nwsTljy lwHd@ lmfqwd@, wnHn nsm`h mn '`mq tlk lwHd@: nHn lm n`sh lHy@, lHy@ hy lty `shtn, bnfs lTryq@ lty yrshf fyh lnHl lrHyq, nr~, ntklm wnHy. l'shjr tnmw, bynm nHn nym. nHb lalh@ tmman mthlm nshhd mrkban, bdwn 'n n`y 'bdan 'nn w`wn, nmDy.",https://images.gr-assets.com/books/1282945110m/9113578.jpg,9113578,4.14,158,30,https://www.goodreads.com/book/show/9113578,Poetry,por,372
Livro de Mágoas,,"Livro de Magoas (ou Livro das Magoas) e a primeira obra poetica editada por Florbela Espanca. O livro centra-se na tematica da magoa, da dor e da saudade.
Ao longo de 32 sonetos dedicados ao pai e ao irmao da poetisa, Florbela define para si um espaco poetico unico de comunicacao entre os tristes e magoados. A poetisa expoe esta intencao logo no primeiro soneto: ""Este livro..."".
Florbela Espanca nasceu a 8 de Dezembro de 1894 e foi baptizada Flor Bela de Alma da Conceicao. A sua vida de 36 anos foi tumultuosa e inquieta. Mas mesmo assim, a autora soube transforma-la em poesia da mais alta qualidade, carregada de erotismo e feminilidade.(Biblioteca Essencial da Literatura Portuguesa 39)",https://images.gr-assets.com/books/1342986517m/9298001.jpg,9298001,4.27,150,5,https://www.goodreads.com/book/show/9298001-livro-de-m-goas,Poetry,por,40
O Livro dos Abraços,,"Tratar a memoria como coisa viva, bicho inquieto: assim faz Eduardo Galeano quando escreve. Sua memoria pessoal e a nossa memoria coletiva, da America. Quando escreve, ele mostra que a historia pode - e deve - ser contada a partir de pequenos momentos, aqueles que sacodem a alma da gente sem a grandiloquencia dos heroismos de gelo, mas com a grandeza da vida.
Assim e este Livro dos abracos. Em suas andancas incessantes de cacador de historias. Galeano vai ouvindo de tudo. O que de melhor ouviu ele transforma em livros como este, onde lembra como sao grandes os pequenos momentos e como eles vao se abracando, tracando a vida.
A memoria viva, diz Galeano, nasce a cada dia. Ele diz e demonstra, em livros como As Veias abertas da America Latina, Dias e noites de amor e de guerra, Os nascimentos, As caras e as mascaras, O seculo do vento e, agora, neste Livro dos abracos. Nada que possa ser dito numa apresentacao e capaz de chegar perto da beleza e da emocao que estas paginas contem. Abra este livro com cuidado: ele e delicado e afiado como a propria vida. Pode afagar, pode cortar. Mas seja como for, como a propria vida, vale a pena.",https://images.gr-assets.com/books/1399916851m/13146269.jpg,13146269,4.28,147,10,https://www.goodreads.com/book/show/13146269-o-livro-dos-abra-os,Poetry,por,271
Poesia Lírica,,seleccao e introducao por Isabel Pascoal,https://images.gr-assets.com/books/1371595605m/2435263.jpg,2435263,4.28,135,3,https://www.goodreads.com/book/show/2435263.Poesia_L_rica,Poetry,por,213
"Faça amor, não faça jogo",,"Viver a plenitude do amor e o desejo senao de todas, ao menos da maioria das pessoas. Amar e ser amado incondicionalmente, contar com o apoio de alguem para as horas dificeis e para os momentos alegres, e saber que independentemente do que fazemos, alguem estara ao nosso lado simplesmente pelo que somos e o ideal de vida de muitos.
Viver esse amor na pratica, no entanto, nem sempre e facil. E e exatamente sobre felicidade, vida e amor que Ique Carvalho fala neste livro. O autor, que comecou escrevendo em seu blog e ja tocou o coracao de milhares de pessoas que se envolveram e se emocionaram com suas palavras, descreve com perfeicao o amor que muitos procuram e poucos realmente encontram. E ele fala do amor em todas as suas expressoes: desde o romantico entre duas pessoas ate o mais puro e verdadeiro dos lacos familiares, que ele tem com seu pai e mentor.
Como as relacoes humanas sao frageis e complicadas, os relacionamentos tornam-se dificeis, o que nos faz buscar a felicidade nos lugares ou nas pessoas erradas. Mas o autor nos faz enxergar a vida de forma diferente. Faca amor, nao faca jogo e um lembrete de que, no jogo do amor, nao e necessario haver ganhadores ou perdedores. Basta olhar e aceitar novos paradigmas e acreditar no que diz seu coracao. E vivenciar isso de verdade.",https://images.gr-assets.com/books/1412950952m/23352249.jpg,23352249,4.37,130,17,https://www.goodreads.com/book/show/23352249-fa-a-amor-n-o-fa-a-jogo,Poetry,por,224
Pena Capital,,"Esta reedicao de <>inclui diversos poemas e textos ineditos,como por exemplo<>(p. 210),<>(p. 215),<>(p. 217),entre outros.
<>Como refere o poeta e critico Gil de Carvalho (""Expresso-Cartaz"") <>
E que sao,entre outros,""a um rato morto encontrado num parque"",""a antonin artaud"",""alegoria do mundo na passagem de arnaldo villanova"",""shaftesbury avenue""... Depois ha belos poemas e muitas maquetes felizes,os varios jogos e presencas de quem pinta, faz a cidade e os versos,as tais coisas,da ordem do dia,as quais parece estar sempre atento.>>
Mario Cesariny (n. 1923),poeta,pintor,vindo do surrealismo,que a seu modo inventou,e,sem duvida,um dos grandes poetas deste seculo,que agora finda.O tom da sua escrita,que vibra como uma cidade,como um corpo,e,ao mesmo tempo,coloquial e magico,presente e oculto,poetico e prosaico.O humor,a ironia,a surpresa brotam nestes poemas,fazendo deles actos de insurreicao,manifestos,coisa viva.Como o poema ""de profundis amamus"",que a seguir podera ler,por cortesia do editor.",https://images.gr-assets.com/books/1390947188m/20648323.jpg,20648323,4.39,122,5,https://www.goodreads.com/book/show/20648323-pena-capital,Poetry,por,233
Marília de Dirceu,,"A Colecao Grandes Obras apresenta seu sexto volume, Marilia de Dirceu, escrito pelo portugues Tomas Antonio Gonzaga, que viveu grande parte de sua vida no Brasil. O poeta bebeu da fonte dos classicos eternizados do Arcadismo e nessa obra se mostra impregnado deles em muitas liras de sua Marilia de Dirceu. A descricao de Marilia e extremamente idealizada e a presenca de deuses do Olimpo, como Venus e Cupido, denuncia um romantismo que nao tardaria a chegar. O poeta, ja com quase quarenta anos de idade, apaixonou-se por uma adolescente de dezessete - Maria Doroteia Joaquina de Seixas. A familia da moca fazia forte oposicao ao namoro. E quando tal oposicao ja estava praticamente vencida pelo poeta, ele foi preso e enviado a Ilha das Cobras, no Rio de Janeiro, como membro da Inconfidencia Mineira. Passou os ultimos dezessete anos de sua vida no degredo, em Mocambique, casado com a filha de um comerciante de escravos. Mesmo nunca tendo se casado com Maria Doroteia, Tomas fez desse romance o primeiro mito amoroso de nossa literatura e criou uma de nossas mais belas obras liricas. Nela, os protagonistas sao o pastor Dirceu, que confessa seu amor a pastora Marilia, em evidente projecao do drama vivido por ele, Tomas, e por Maria Doroteia.",https://images.gr-assets.com/books/1291153306m/5852938.jpg,5852938,2.85,116,2,https://www.goodreads.com/book/show/5852938-mar-lia-de-dirceu,Poetry,por,112
O livro das semelhanças,,"""Houve um tempo em que se usava/ nos livros/ papel de seda para separar/ as palavras e as imagens."" Tais versos, como muitos outros deste O livro das semelhancas, expoem com o wit e a delicadeza caracteristicos da autora esse tatear entre as palavras e as coisas.
Em outro poema, significativamente intitulado ""Nao sei fazer poemas sobre gatos"", a autora admite - com graca e um certo veneno - que as palavras ""soltam-se ou/ saltam/ nao capturam do gato/ nem a cauda"", para depois concluir, com autoironia devastadora: ""sobre a mesa/ quieta e quente/ a folha recem-impressa/ pagina branca com manchas negras:/ eis o meu poema sobre gatos"".
Pois gracas a esses e a outros textos, esta nova reuniao dos poemas de Ana Martins Marques parece ser a culminacao de um dos caminhos mais relevantes da lirica brasileira dos ultimos anos. Estao aqui, com uma forca que ja podia ser antecipada em seus livros anteriores, pecas que versam, sobretudo, a respeito da tentativa - sempre temeraria, mas tambem desafiadora - de recuperar o mundo e as coisas por meio da palavra. Porem a autora sabe que vivemos tempos fraturados, em que experimentamos aquilo que poderia ser nomeado como uma certa falencia da mimese, pois traduzir o real literariamente e deparar com o abismo que se interpoe entre o mundo sensivel e a folha em branco. E Ana desconfia do quanto isso tem de fragil, de problematico - e de igualmente fascinante.
Dividido em quatro secoes (""Livro"", ""Cartografias"", ""Visitas ao lugar-comum"" e ""O livro das semelhancas""), esta obra desperta o leitor para o prazer sempre iluminador e sensivel de uma das vozes mais originais da poesia brasileira. Do amor a percepcao de que ha um espaco - geografico, quase - para o lugar-comum, do entendimento da precariedade do nosso tempo no mundo a graca (mineira, matreira) proporcionada pela memoria: eis uma poeta que nos fala diretamente. Ou, como diz em um de seus versos: ""Ainda que nao te fossem dedicadas/ todas as palavras nos livros/ pareciam escritas par",https://images.gr-assets.com/books/1440887429m/26189334.jpg,26189334,4.27,115,17,https://www.goodreads.com/book/show/26189334-o-livro-das-semelhan-as,Poetry,por,112
Poesia Completa,,"Florbela Espanca como poeta e inigualavel, divergindo com grande nitidez dos modelos que prevaleciam no periodo em que mais escreve. Atraves da representacao de excessivos estados de alma so atingiveis por raros artistas, a sua obra reflecte a insatisfacao, a ansia de absoluto e de amor impossivel, registando emocoes e sensacoes numa escrita intensa e rica que e caso unico na literatura portuguesa dos ultimos seculos: o ambito da paixao humana e, afinal, o cerne da sua poetica.",https://images.gr-assets.com/books/1327421534m/1202032.jpg,1202032,4.4,113,4,https://www.goodreads.com/book/show/1202032.Poesia_Completa,Poetry,por,0
Livro Sobre Nada,,"Para falar sobre o nada, este livro de Manoel de Barros, evidencia a primeira pessoa; seja quando o poema deixa falar o 'eu poetico', seja quando o poeta cita seus proprios versos de obras anteriores, ou quando o nome proprio do autor assinala em 'idioleto manoeles archaico.
""O que eu gostaria de fazer e um livro sobre nada. Foi o que escreveu Flaubert a uma sua amiga em 1852. Li nas Cartas exemplares organizadas por Duda Machado. Ali se ve que o nada de Flaubert nao seria o nada existencial, o nada metafisico. Ele queria o livro que nao tem quase tema e se sustente so pelo estilo. Mas o nada de meu livro e nada mesmo. E coisa nenhuma por escrito: um alarme para o silencio, um abridor de amanhecer, pessoa apropriada para pedras, o parafuso de veludo, etc, etc. O que eu queria era fazer brinquedos com as palavras. Fazer coisas desuteis. O nada mesmo. Tudo que use o abandono por dentro e por fora."" (Manoel de Barros)",https://images.gr-assets.com/books/1482468929m/2526739.jpg,2526739,4.52,105,8,https://www.goodreads.com/book/show/2526739.Livro_Sobre_Nada,Poetry,por,85
O Amor É um Cão dos Diabos,,"Nesta coletanea que reune poemas de 1974 a 1977, Bukowski reflete uma serie de experiencias proprias, objetos, lugares e pessoas (principalmente mulheres) que conheceu e esmiuca um mundo marginal, no qual o amor e regado a bebida e drogas e nao obedece a regra alguma.
A poesia de Bukowski - que se orgulhava de ter escrito seu primeiro poema aos 35 anos - e marcada por um realismo lirico, repleta de informacoes biograficas, cheia de humor caustico e desencantado. O melhor poeta da America, na opiniao de Jean-Paul Sartre, exercitou uma escrita de tematica urbana, mostrando o pior da sociedade americana, utilizando uma linguagem direta, crua.",https://images.gr-assets.com/books/1356972851m/17193263.jpg,17193263,4.16,104,6,https://www.goodreads.com/book/show/17193263-o-amor-um-c-o-dos-diabos,Poetry,por,304
Rua da Padaria,,"A poeta mais badalada de sua geracao faz aqui um comovente retorno as suas raizes, a sua infancia, a saudosa rua da padaria -- onde, na ja longinqua decada de 1990, tudo acontecia. Era la que se pedia informacao, que ficava o moco do bicho, que o onibus passava. Bruna Beber cresceu na Baixada Fluminense numa epoca sem internet, sem celular, sequer TV a cabo tinha. Para se divertir, as criancas precisam inventar. Aqui esta retratado, em verso e prosa, uma doce era na qual se malhava o Judas, as bolinhas de papel causavam alvoroco na aula e mexer na macumba das esquinas do bairro era uma excitante tentacao. E no meio de tudo isso, Bruna ainda faz um recorte para nos apresentar um romance em 12 linhas dando uma aula de virtuosismo literario enquanto finca de vez seu lugar entre os grandes escritores brasileiros.",https://images.gr-assets.com/books/1372448678m/18136645.jpg,18136645,3.39,100,11,https://www.goodreads.com/book/show/18136645-rua-da-padaria,Poetry,por,68
Os Lusíadas,,"Poesia poderosamente epica, constitui o poema mais abrangente e expressivo do humanismo renascentista, em que a expansao maritima de Portugal se transformou em monumento de imaginacao e de arte literaria. Relata a viagem de Vasco da Gama a caminho das Indias. Obra de grande importancia pela construcao poetica e tambem pelo valor historico e documental da historia de um povo.",https://images.gr-assets.com/books/1460129332m/29857259.jpg,29857259,3.99,99,2,https://www.goodreads.com/book/show/29857259-os-lus-adas,Poetry,por,296
